TransID,OrderID,AccountNumber,Supplier,Address,City,PostalCode,StateProvince,Country,Employee,DueDate,ShipDate,OrderDate,CarrierTrackingNumber,ProductID,OrderQty,Class,Color,ListPrice,SpecialOfferID,UnitPrice,UnitPriceDiscount,PurchasedAmount,DiscountAmount,NetPurchaseAmount,OrderYear,OrderMonth
6708,69473,10-4020-000378,Carson Jillian,25192 Princeton Rd. ,Springdale,45246,Ohio,United States,Szymanski Shelly,2014-04-12,2014-04-07,2014-03-31,EC4D-4584-96,36,3,Low,Silver,564.99,16,112.998,0.4,338.99,135.6,203.39,2014,2014-03
6709,69473,10-4020-000378,Carson Jillian,25192 Princeton Rd. ,Springdale,45246,Ohio,United States,Szymanski Shelly,2014-04-12,2014-04-07,2014-03-31,EC4D-4584-96,38,1,Low,Silver,564.99,16,112.998,0.4,113.0,45.2,67.8,2014,2014-03
6710,63125,10-4020-000378,Carson Jillian,25192 Princeton Rd. ,Springdale,45246,Ohio,United States,Szymanski Shelly,2014-01-12,2014-01-07,2013-12-31,F7DD-4FA0-B5,20,1,High,Silver,2319.99,1,1391.994,0.0,1391.99,0.0,1391.99,2013,2013-12
6711,63125,10-4020-000378,Carson Jillian,25192 Princeton Rd. ,Springdale,45246,Ohio,United States,Szymanski Shelly,2014-01-12,2014-01-07,2013-12-31,F7DD-4FA0-B5,21,1,High,Silver,2319.99,1,1391.994,0.0,1391.99,0.0,1391.99,2013,2013-12
6712,63125,10-4020-000378,Carson Jillian,25192 Princeton Rd. ,Springdale,45246,Ohio,United States,Szymanski Shelly,2014-01-12,2014-01-07,2013-12-31,F7DD-4FA0-B5,39,1,Low,Silver,564.99,1,338.994,0.0,338.99,0.0,338.99,2013,2013-12
6713,47459,10-4020-000395,Blythe Michael,678 Eastman Ave. ,Midland,48640,Michigan,United States,Brunner June,2012-08-12,2012-08-07,2012-07-31,29B8-4AC7-AE,19,5,High,Silver,2319.99,1,1242.8518,0.0,6214.26,0.0,6214.26,2012,2012-07
6714,48342,10-4020-000395,Blythe Michael,678 Eastman Ave. ,Midland,48640,Michigan,United States,Brunner June,2012-11-11,2012-11-06,2012-10-30,EB27-461C-BF,21,5,High,Silver,2319.99,1,1242.8518,0.0,6214.26,0.0,6214.26,2012,2012-10
6715,48342,10-4020-000395,Blythe Michael,678 Eastman Ave. ,Midland,48640,Michigan,United States,Brunner June,2012-11-11,2012-11-06,2012-10-30,EB27-461C-BF,20,2,High,Silver,2319.99,1,1242.8518,0.0,2485.7,0.0,2485.7,2012,2012-10
6716,50690,10-4020-000395,Carson Jillian,678 Eastman Ave. ,Midland,48640,Michigan,United States,Brunner June,2013-05-12,2013-05-07,2013-04-30,8425-4A00-A3,17,2,High,Black,2294.99,1,1229.4589,0.0,2458.92,0.0,2458.92,2013,2013-04
6717,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,19,3,High,Silver,2319.99,1,1242.8518,0.0,3728.56,0.0,3728.56,2012,2012-06
6718,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,18,2,High,Black,2294.99,1,1229.4589,0.0,2458.92,0.0,2458.92,2012,2012-06
6719,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,23,1,Medium,Black,1079.99,1,647.994,0.0,647.99,0.0,647.99,2012,2012-06
6720,69440,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2014-04-12,2014-04-07,2014-03-31,E124-4B73-BF,27,1,Medium,Silver,769.49,1,461.694,0.0,461.69,0.0,461.69,2014,2014-03
6721,57063,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-10-12,2013-10-07,2013-09-30,41AF-4539-AE,38,1,Low,Silver,564.99,1,338.994,0.0,338.99,0.0,338.99,2013,2013-09
6722,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,4,2,Low,Not Specified,44.54,1,24.2945,0.0,48.59,0.0,48.59,2013,2013-03
6723,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,16,2,High,Black,2294.99,1,1229.4589,0.0,2458.92,0.0,2458.92,2013,2013-03
6724,51747,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-07-12,2013-07-07,2013-06-30,1F98-4E83-B0,39,2,Low,Silver,564.99,1,338.994,0.0,677.99,0.0,677.99,2013,2013-06
6725,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,25,3,Medium,Black,1079.99,1,647.994,0.0,1943.98,0.0,1943.98,2013,2013-03
6726,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,7,2,Medium,Not Specified,61.92,1,33.7745,0.0,67.55,0.0,67.55,2013,2013-03
6727,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,17,3,High,Black,2294.99,1,1229.4589,0.0,3688.38,0.0,3688.38,2013,2013-03
6728,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,21,1,High,Silver,2319.99,1,1242.8518,0.0,1242.85,0.0,1242.85,2013,2013-03
6729,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,22,1,Medium,Black,1079.99,1,647.994,0.0,647.99,0.0,647.99,2013,2013-03
6730,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,19,3,High,Silver,2319.99,1,1242.8518,0.0,3728.56,0.0,3728.56,2013,2013-03
6731,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,24,5,Medium,Black,1079.99,1,647.994,0.0,3239.97,0.0,3239.97,2013,2013-03
6732,50228,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-04-11,2013-04-06,2013-03-30,D5B0-4F26-BC,20,3,High,Silver,2319.99,1,1242.8518,0.0,3728.56,0.0,3728.56,2013,2013-03
6733,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,20,1,High,Silver,2319.99,1,1242.8518,0.0,1242.85,0.0,1242.85,2012,2012-12
6734,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,7,1,Medium,Not Specified,61.92,1,33.7745,0.0,33.77,0.0,33.77,2012,2012-12
6735,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,19,1,High,Silver,2319.99,1,1242.8518,0.0,1242.85,0.0,1242.85,2012,2012-12
6736,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,17,2,High,Black,2294.99,1,1229.4589,0.0,2458.92,0.0,2458.92,2012,2012-12
6737,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,22,1,Medium,Black,1079.99,1,647.994,0.0,647.99,0.0,647.99,2012,2012-12
6738,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,4,1,Low,Not Specified,44.54,1,24.2945,0.0,24.29,0.0,24.29,2012,2012-12
6739,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,24,2,Medium,Black,1079.99,1,647.994,0.0,1295.99,0.0,1295.99,2012,2012-12
6740,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,18,2,High,Black,2294.99,1,1229.4589,0.0,2458.92,0.0,2458.92,2012,2012-12
6741,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,19,2,High,Silver,2319.99,1,1242.8518,0.0,2485.7,0.0,2485.7,2012,2012-09
6742,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,16,4,High,Black,2294.99,1,1229.4589,0.0,4917.84,0.0,4917.84,2012,2012-12
6743,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,23,3,Medium,Black,1079.99,1,647.994,0.0,1943.98,0.0,1943.98,2012,2012-12
6744,49117,10-4020-000396,Carson Jillian,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2013-01-12,2013-01-07,2012-12-31,9786-4FB8-81,21,1,High,Silver,2319.99,1,1242.8518,0.0,1242.85,0.0,1242.85,2012,2012-12
6745,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,18,1,High,Black,2294.99,1,1229.4589,0.0,1229.46,0.0,1229.46,2012,2012-09
6746,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,4,1,Low,Not Specified,44.54,1,24.2945,0.0,24.29,0.0,24.29,2012,2012-09
6747,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,25,2,Medium,Black,1079.99,1,647.994,0.0,1295.99,0.0,1295.99,2012,2012-09
6748,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,23,2,Medium,Black,1079.99,1,647.994,0.0,1295.99,0.0,1295.99,2012,2012-09
6749,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,20,3,High,Silver,2319.99,1,1242.8518,0.0,3728.56,0.0,3728.56,2012,2012-09
6750,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,21,3,High,Silver,2319.99,1,1242.8518,0.0,3728.56,0.0,3728.56,2012,2012-09
6751,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,7,1,Medium,Not Specified,61.92,1,33.7745,0.0,33.77,0.0,33.77,2012,2012-09
6752,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,16,4,High,Black,2294.99,1,1229.4589,0.0,4917.84,0.0,4917.84,2012,2012-09
6753,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,24,1,Medium,Black,1079.99,1,647.994,0.0,647.99,0.0,647.99,2012,2012-09
6754,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,1,1,High,Not Specified,120.27,1,65.6018,0.0,65.6,0.0,65.6,2012,2012-06
6755,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,7,4,Medium,Not Specified,61.92,1,33.7745,0.0,135.1,0.0,135.1,2012,2012-06
6756,48021,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-10-12,2012-10-07,2012-09-30,7215-4D49-AD,17,6,High,Black,2294.99,1,1229.4589,0.0,7376.75,0.0,7376.75,2012,2012-09
6757,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,4,4,Low,Not Specified,44.54,1,24.2945,0.0,97.18,0.0,97.18,2012,2012-06
6758,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,24,1,Medium,Black,1079.99,1,647.994,0.0,647.99,0.0,647.99,2012,2012-06
6759,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,22,1,Medium,Black,1079.99,1,647.994,0.0,647.99,0.0,647.99,2012,2012-06
6760,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,21,6,High,Silver,2319.99,1,1242.8518,0.0,7457.11,0.0,7457.11,2012,2012-06
6761,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,17,6,High,Black,2294.99,1,1229.4589,0.0,7376.75,0.0,7376.75,2012,2012-06
6762,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,20,5,High,Silver,2319.99,1,1242.8518,0.0,6214.26,0.0,6214.26,2012,2012-06
6763,46994,10-4020-000396,Blythe Michael,New Castle Plaza ,New Castle,47362,Indiana,United States,Teper Jeff,2012-07-12,2012-07-07,2012-06-30,5E92-4A19-9E,16,5,High,Black,2294.99,1,1229.4589,0.0,6147.29,0.0,6147.29,2012,2012-06
6764,46655,10-4020-000414,Blythe Michael,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2012-06-11,2012-06-06,2012-05-30,F5D5-409B-94,7,6,Medium,Not Specified,61.92,1,33.7745,0.0,202.65,0.0,202.65,2012,2012-05
6765,46655,10-4020-000414,Blythe Michael,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2012-06-11,2012-06-06,2012-05-30,F5D5-409B-94,18,4,High,Black,2294.99,1,1229.4589,0.0,4917.84,0.0,4917.84,2012,2012-05
6766,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,4,3,Low,Not Specified,44.54,1,26.724,0.0,80.17,0.0,80.17,2014,2014-03
6767,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,16,4,High,Black,2294.99,1,1376.994,0.0,5507.98,0.0,5507.98,2014,2014-03
6768,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,39,2,Low,Silver,564.99,1,338.994,0.0,677.99,0.0,677.99,2014,2014-03
6769,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,7,1,Medium,Not Specified,61.92,1,37.152,0.0,37.15,0.0,37.15,2014,2014-03
6770,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,19,5,High,Silver,2319.99,1,1391.994,0.0,6959.97,0.0,6959.97,2014,2014-03
6771,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,36,1,Low,Silver,564.99,1,338.994,0.0,338.99,0.0,338.99,2014,2014-03
6772,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,17,4,High,Black,2294.99,1,1376.994,0.0,5507.98,0.0,5507.98,2014,2014-03
6773,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,21,2,High,Silver,2319.99,1,1391.994,0.0,2783.99,0.0,2783.99,2014,2014-03
6774,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,38,1,Low,Silver,564.99,1,338.994,0.0,338.99,0.0,338.99,2014,2014-03
6775,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,20,2,High,Silver,2319.99,1,1391.994,0.0,2783.99,0.0,2783.99,2014,2014-03
6776,67314,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2014-03-13,2014-03-08,2014-03-01,6653-491A-80,18,1,High,Black,2294.99,1,1376.994,0.0,1376.99,0.0,1376.99,2014,2014-03
6777,61239,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-12-12,2013-12-07,2013-11-30,6459-4F99-96,19,2,High,Silver,2319.99,1,1391.994,0.0,2783.99,0.0,2783.99,2013,2013-11
6778,61239,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-12-12,2013-12-07,2013-11-30,6459-4F99-96,7,3,Medium,Not Specified,61.92,1,37.152,0.0,111.46,0.0,111.46,2013,2013-11
6779,61239,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-12-12,2013-12-07,2013-11-30,6459-4F99-96,16,1,High,Black,2294.99,1,1376.994,0.0,1376.99,0.0,1376.99,2013,2013-11
6780,61239,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-12-12,2013-12-07,2013-11-30,6459-4F99-96,20,1,High,Silver,2319.99,1,1391.994,0.0,1391.99,0.0,1391.99,2013,2013-11
6781,61239,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-12-12,2013-12-07,2013-11-30,6459-4F99-96,4,2,Low,Not Specified,44.54,1,26.724,0.0,53.45,0.0,53.45,2013,2013-11
6782,61239,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-12-12,2013-12-07,2013-11-30,6459-4F99-96,17,2,High,Black,2294.99,1,1376.994,0.0,2753.99,0.0,2753.99,2013,2013-11
6783,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,18,1,High,Black,2294.99,1,1376.994,0.0,1376.99,0.0,1376.99,2013,2013-08
6784,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,21,1,High,Silver,2319.99,1,1391.994,0.0,1391.99,0.0,1391.99,2013,2013-08
6785,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,16,3,High,Black,2294.99,1,1376.994,0.0,4130.98,0.0,4130.98,2013,2013-08
6786,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,20,3,High,Silver,2319.99,1,1391.994,0.0,4175.98,0.0,4175.98,2013,2013-08
6787,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,17,6,High,Black,2294.99,1,1376.994,0.0,8261.96,0.0,8261.96,2013,2013-08
6788,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,31,1,Low,Black,539.99,1,323.994,0.0,323.99,0.0,323.99,2013,2013-08
6789,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,7,2,Medium,Not Specified,61.92,1,37.152,0.0,74.3,0.0,74.3,2013,2013-08
6790,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,35,2,Low,Silver,564.99,1,338.994,0.0,677.99,0.0,677.99,2013,2013-08
6791,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,4,2,Low,Not Specified,44.54,1,26.724,0.0,53.45,0.0,53.45,2013,2013-08
6792,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,39,2,Low,Silver,564.99,1,338.994,0.0,677.99,0.0,677.99,2013,2013-08
6793,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,36,3,Low,Silver,564.99,1,338.994,0.0,1016.98,0.0,1016.98,2013,2013-08
6794,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,27,2,Medium,Silver,769.49,1,461.694,0.0,923.39,0.0,923.39,2013,2013-08
6795,55301,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-09-11,2013-09-06,2013-08-30,C4D6-4789-A9,19,6,High,Silver,2319.99,1,1391.994,0.0,8351.96,0.0,8351.96,2013,2013-08
6796,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,38,2,Low,Silver,564.99,1,338.994,0.0,677.99,0.0,677.99,2013,2013-05
6797,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,16,7,High,Black,2294.99,1,1376.994,0.0,9638.96,0.0,9638.96,2013,2013-05
6798,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,35,6,Low,Silver,564.99,1,338.994,0.0,2033.96,0.0,2033.96,2013,2013-05
6799,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,37,4,Low,Silver,564.99,1,338.994,0.0,1355.98,0.0,1355.98,2013,2013-05
6800,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,33,2,Low,Black,539.99,1,323.994,0.0,647.99,0.0,647.99,2013,2013-05
6801,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,7,2,Medium,Not Specified,61.92,1,37.152,0.0,74.3,0.0,74.3,2013,2013-05
6802,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,20,2,High,Silver,2319.99,1,1391.994,0.0,2783.99,0.0,2783.99,2013,2013-05
6803,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,39,3,Low,Silver,564.99,1,338.994,0.0,1016.98,0.0,1016.98,2013,2013-05
6804,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,18,1,High,Black,2294.99,1,1376.994,0.0,1376.99,0.0,1376.99,2013,2013-05
6805,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,4,2,Low,Not Specified,44.54,1,26.724,0.0,53.45,0.0,53.45,2013,2013-05
6806,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,19,4,High,Silver,2319.99,1,1391.994,0.0,5567.98,0.0,5567.98,2013,2013-05
6807,51157,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-06-11,2013-06-06,2013-05-30,927E-4DB1-A3,31,4,Low,Black,539.99,1,323.994,0.0,1295.98,0.0,1295.98,2013,2013-05
6808,49877,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-03-12,2013-03-07,2013-02-28,493D-497C-AB,18,3,High,Black,2294.99,1,1229.4589,0.0,3688.38,0.0,3688.38,2013,2013-02
6809,49877,10-4020-000414,Carson Jillian,Indiana Factory Shops ,Daleville,47334,Indiana,United States,Choi Mike,2013-03-12,2013-03-07,2013-02-28,493D-497C-AB,23,2,Medium,Black,1079.99,1,647.994,0.0,1295.99,0.0,1295.99,2013,2013-02
